,Variable Name,Description,Type,Code=Value,Source File
3103,depress5,FELT DEPRESSED,NUMERIC,1=RARELY OR NONE OF THE TIME; 2=SOME OR LITTLE OF THE TIME; 3=MODERATE AMOUNT OF TIME; 4=MOST OF THE TIME,Exam5
3104,effort5,FELT THAT EVERYTHING I DID WAS AN EFFORT,NUMERIC,1=RARELY OR NONE OF THE TIME; 2=SOME OR LITTLE OF THE TIME; 3=MODERATE AMOUNT OF TIME; 4=MOST OF THE TIME,Exam5
3105,hopeful5,FELT HOPEFUL ABOUT THE FUTURE,NUMERIC,1=RARELY OR NONE OF THE TIME; 2=SOME OR LITTLE OF THE TIME; 3=MODERATE AMOUNT OF TIME; 4=MOST OF THE TIME,Exam5
3106,lffail5,THOUGHT LIFE HAD BEEN A FAILURE,NUMERIC,1=RARELY OR NONE OF THE TIME; 2=SOME OR LITTLE OF THE TIME; 3=MODERATE AMOUNT OF TIME; 4=MOST OF THE TIME,Exam5
3107,fearful5,FELT FEARFUL,NUMERIC,1=RARELY OR NONE OF THE TIME; 2=SOME OR LITTLE OF THE TIME; 3=MODERATE AMOUNT OF TIME; 4=MOST OF THE TIME,Exam5
3108,badslp5,SLEEP WAS RESTLESS,NUMERIC,1=RARELY OR NONE OF THE TIME; 2=SOME OR LITTLE OF THE TIME; 3=MODERATE AMOUNT OF TIME; 4=MOST OF THE TIME,Exam5
3109,happy5,WAS HAPPY,NUMERIC,1=RARELY OR NONE OF THE TIME; 2=SOME OR LITTLE OF THE TIME; 3=MODERATE AMOUNT OF TIME; 4=MOST OF THE TIME,Exam5
3110,lestalk5,TALKED LESS THAN USUAL,NUMERIC,1=RARELY OR NONE OF THE TIME; 2=SOME OR LITTLE OF THE TIME; 3=MODERATE AMOUNT OF TIME; 4=MOST OF THE TIME,Exam5
3111,lonely5,FELT LONELY,NUMERIC,1=RARELY OR NONE OF THE TIME; 2=SOME OR LITTLE OF THE TIME; 3=MODERATE AMOUNT OF TIME; 4=MOST OF THE TIME,Exam5
3112,unfrnly5,PEOPLE WERE UNFRIENDLY,NUMERIC,1=RARELY OR NONE OF THE TIME; 2=SOME OR LITTLE OF THE TIME; 3=MODERATE AMOUNT OF TIME; 4=MOST OF THE TIME,Exam5
3113,enjlife5,ENJOYED LIFE,NUMERIC,1=RARELY OR NONE OF THE TIME; 2=SOME OR LITTLE OF THE TIME; 3=MODERATE AMOUNT OF TIME; 4=MOST OF THE TIME,Exam5
3114,cryspel5,HAD CRYING SPELLS,NUMERIC,1=RARELY OR NONE OF THE TIME; 2=SOME OR LITTLE OF THE TIME; 3=MODERATE AMOUNT OF TIME; 4=MOST OF THE TIME,Exam5
3115,sad5,FELT SAD,NUMERIC,1=RARELY OR NONE OF THE TIME; 2=SOME OR LITTLE OF THE TIME; 3=MODERATE AMOUNT OF TIME; 4=MOST OF THE TIME,Exam5
3116,dislikd5,FELT THAT PEOPLE DISLIKE ME,NUMERIC,1=RARELY OR NONE OF THE TIME; 2=SOME OR LITTLE OF THE TIME; 3=MODERATE AMOUNT OF TIME; 4=MOST OF THE TIME,Exam5
3117,getgoin5,COULD NOT GET GOING,NUMERIC,1=RARELY OR NONE OF THE TIME; 2=SOME OR LITTLE OF THE TIME; 3=MODERATE AMOUNT OF TIME; 4=MOST OF THE TIME,Exam5
3118,marital5,MARITAL STATUS,NUMERIC,1=MARRIED / LIVING WITH PARTNER; 2=WIDOWED; 3=DIVORCED; 4=SEPARATED; 5=NEVER MARRIED; 6=PREFER NOT TO ANSWER,Exam5
3119,frely5,HOW MUCH CAN RELY ON FRIENDS AND FAMILY FOR HELP WITH SERIOUS PROBLEM,NUMERIC,1=A LOT; 2=SOME; 3=A LITTLE; 4=NOT AT ALL,Exam5
3120,fopen5,HOW MUCH CAN YOU OPEN UP TO THEM IF YOU NEED TO TALK ABOUT YOUR WORRIES,NUMERIC,1=A LOT; 2=SOME; 3=A LITTLE; 4=NOT AT ALL,Exam5
3121,fdemand5,HOW OFTEN DO MEMBERS OF YOUR FAMIY OR FRIENDS MAKE TOO MANY DEMANDS ON YOU,NUMERIC,1=OFTEN; 2=SOMETIMES; 3=RARELY; 4=NEVER,Exam5
3122,fldown5,HOW OFTEN DO THEY LET YOU DOWN WHEN YOU ARE COUNTING ON THEM,NUMERIC,1=OFTEN; 2=SOMETIMES; 3=RARELY; 4=NEVER,Exam5
3123,ucontrl5,DURING PAST MONTH: HOW OFTEN HAVE YOU FELT UNABLE TO CONTROL IMPORTANT THINGS IN LIFE,NUMERIC,1=NEVER; 2=ALMOST NEVER; 3=SOMETIMES; 4=FAIRLY OFTEN; 5=VERY OFTEN,Exam5
3124,confid5,DURING PAST MONTH: HOW OFTEN HAVE YOU FELT CONFIDENT ABOUT YOUR ABILITY TO HANDLE YOUR PERSONAL PROBLEMS,NUMERIC,1=NEVER; 2=ALMOST NEVER; 3=SOMETIMES; 4=FAIRLY OFTEN; 5=VERY OFTEN,Exam5
3125,goingyw5,DURING PAST MONTH: HOW OFTEN HAVE YOU FELT THINGS WERE GOING YOUR WAY,NUMERIC,1=NEVER; 2=ALMOST NEVER; 3=SOMETIMES; 4=FAIRLY OFTEN; 5=VERY OFTEN,Exam5
3126,pileup5,DURING PAST MONTH: HOW OFTEN HAVE YOU FELT DIFFICULTIES PILING UP SO HIGH YOU COULD NOT OVERCOME THEM,NUMERIC,1=NEVER; 2=ALMOST NEVER; 3=SOMETIMES; 4=FAIRLY OFTEN; 5=VERY OFTEN,Exam5
3127,cesd5c,"CES-D CENTER FOR EPIDEMIOLOGICAL STUDIES, DEPRESSION SCALE",NUMERIC,,Exam5
3128,trig5,TRIGLYCERIDES (mg/dl),NUMERIC,,Exam5
3129,ldl5,LDL CHOLESTEROL (mg/dl),NUMERIC,,Exam5
3130,hdl5,HDL CHOLESTROL (mg/dl),NUMERIC,,Exam5
3131,glucose5,FASTING GLUCOSE (mg/dl),NUMERIC,,Exam5
3132,creatin5,SERUM CREATININE (mg/dl),NUMERIC,,Exam5
3133,chol5,TOTAL CHOLESTEROL (mg/dl),NUMERIC,,Exam5
3134,hba1c5,SERUM HEMOGLOBIN A1C,NUMERIC,,Exam5
3135,trigcmt5,TRIGLYCERIDES LAB COMMENTS,STRING,,Exam5
3136,ldlcmt5,LDL CHOLESTEROL LAB COMMENTS,STRING,,Exam5
3137,hdlcmt5,HDL CHOLESTROL LAB COMMENTS,STRING,,Exam5
3138,gluccmt5,FASTING GLUCOSE LAB COMMENTS,STRING,,Exam5
3139,crecmt5,SERUM CREATININE LAB COMMENTS,STRING,,Exam5
3140,cholcmt5,TOTAL CHOLESTEROL LAB COMMENTS,STRING,,Exam5
3141,hbacmt5,SERUM HEMOGLOBIN LAB COMMENTS,STRING,,Exam5
3142,insulin5,SERUM INSULIN (mU/L),NUMERIC,,Exam5
3143,inscmt5,SERUM INSULIN LAB COMMENTS,STRING,,Exam5
3144,chlcat5c,"TOTAL CHOLESTEROL, NCEP CATEGORIES",NUMERIC,"1=DESIRABLE, <200; 2=BORDERLINE HIGH, 200 - 239; 3=HIGH, 240+",Exam5
3145,hdlcat5c,"HDL CHOLESTEROL, NCEP CATEGORIES",NUMERIC,"1=HIGH, 60+; 2=40 - 59; 3=LOW, <40",Exam5
3146,ldlcat5c,"LDL CHOLESTEROL, NCEP CATEGORIES",NUMERIC,"1=OPTIMAL, <100; 2=NEAR OPTIMAL, 100 - 129; 3=BORDERLINE HIGH, 130 - 159; 4=HIGH, 160 - 189; 5=VERY HIGH, 190+",Exam5
3147,tricat5c,"TRIGLYCERIDES, NCEP CATEGORIES",NUMERIC,"1=NORMAL, <150; 2=BORDERLINE HIGH, 150 - 199; 3=HIGH, 200 - 499; 4=VERY HIGH, 500+",Exam5
3148,hlthage5,HEALTH COMPARED TO OTHERS OF SAME AGE,NUMERIC,1=BETTER; 2=SAME; 3=WORSE,Exam5
3149,levwalk5,MORE BREATHLESS WALKING ON LEVEL GROUND,NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW / UNKNOWN,Exam5
3150,hilwalk5,MORE BREATHLESS WALKING UP HILLS OR STEPS,NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW / UNKNOWN,Exam5
3151,stpwalk5,EVER HAVE TO STOP WALKING FROM BREATHLESSNESS,NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW / UNKNOWN,Exam5
3152,legpain5,PAIN IN LEG OR BUTTOCK WHILE WALKING,NUMERIC,0=NO; 1=YES,Exam5
3153,lprest5,LEG PAIN BEGIN WHEN STANDING OR SITTING,NUMERIC,0=NO; 1=YES,Exam5
3154,lpcalf5,PAIN OCCURS IN WHAT PORTION OF LEG,NUMERIC,1=PAIN INCLUDES CALF / CALVES; 2=PAIN DOES NOT INCLUDE CALF / CALVES,Exam5
3155,lpuphl5,LEG PAIN IF WALK UPHILL OR HURRY,NUMERIC,0=NO; 1=YES,Exam5
3156,lpnorm5,LEG PAIN IF WALK AT ORDINARY PACE ON THE LEVEL,NUMERIC,0=NO; 1=YES,Exam5
3157,lpdis5,LEG PAIN EVER DISAPPEAR WHILE WALKING,NUMERIC,0=NO; 1=YES,Exam5
3158,lpstop5,STOP WALKING DURING LEG PAIN,NUMERIC,1=STOP OR SLOW DOWN; 2=CONTINUE ON,Exam5
3159,lpstnd5,WHAT HAPPENS TO LEG PAIN IF STAND STILL,NUMERIC,1=RELIEVED; 2=NOT RELIEVED,Exam5
3160,lploc5,ON WHAT SIDE IS LEG PAIN PREDOMINANT,NUMERIC,1=RIGHT SIDE; 2=LEFT SIDE; 3=BOTH LEGS,Exam5
3161,aspirin5,TAKING ASPIRIN ON REGULAR BASIS,NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW / UNKNOWN,Exam5
3162,aspdays5,DAYS PER WEEK TAKING ASPIRIN,NUMERIC,,Exam5
3163,cough5,COUGH ON MOST DAYS (3 OR MORE YEARS),NUMERIC,1=YES; 2=NO,Exam5
3164,coughy5,YEARS WITH COUGH,NUMERIC,,Exam5
3165,phlegm5,PHLEGM ON MOST DAYS (3 OR MORE MONTHS),NUMERIC,1=YES; 2=NO,Exam5
3166,phlgmy5,YEARS WITH PHLEGM,NUMERIC,,Exam5
3167,whzng5,WHEEZING/WHISTLING IN CHEST,NUMERIC,1=NO; 2=YES,Exam5
3168,wzngfrq5,WHEEZING/WHISTLING IN CHEST: HOW OFTEN PAST 12 MOTNHS,NUMERIC,1=MOST DAYS OR NIGHTS; 2=A FEW DAYS OR NIGHTS A WEEK; 3=A FEW DAYS OR NIGHTS A MONTH; 4=A FEW DAYS OR NIGHTS A YEAR,Exam5
3169,wzngatt5,WHEEZING/WHISTLING ATTACK CAUSING SHORTNESS OF BREATH,NUMERIC,1=NO; 2=YES,Exam5
3170,fever5,"FEVER, PAST TWO WEEKS",NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW / UNKNOWN,Exam5
3171,coldflu5,"COLD OR FLU, PAST TWO WEEKS",NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW / UNKNOWN,Exam5
3172,urininf5,"URINARY INFECTION, PAST TWO WEEKS",NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW / UNKNOWN,Exam5
3173,allrgy5,"SEASONAL ALLERGY, PAST TWO WEEKS",NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW / UNKNOWN,Exam5
3174,bronch5,"BRONCHITIS, PAST TWO WEEKS",NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW / UNKNOWN,Exam5
3175,sinuinf5,"SINUS INFECTION, PAST TWO WEEKS",NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW / UNKNOWN,Exam5
3176,pneumo5,"PNEUMONIA, PAST TWO WEEKS",NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW / UNKNOWN,Exam5
3177,bldgums5,"BLEEDING GUMS, PAST TWO WEEKS",NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW / UNKNOWN,Exam5
3178,tthinf5,"TOOTH INFECTION, PAST TWO WEEKS",NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW / UNKNOWN,Exam5
3179,gout5,"GOUT FLARE-UP, PAST TWO WEEKS",NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW / UNKNOWN,Exam5
3180,arth2wk5,"ARTHRITIS FLARE-UP, PAST TWO WEEKS",NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW / UNKNOWN,Exam5
3181,diab5,DIABETES: DEVELOPED SINCE LAST MESA VISIT,NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW / UNKNOWN,Exam5
3182,diabhx5,DIABETES: TAKING MEDICATION,NUMERIC,1=YES; 2=NO; 9=UNSURE,Exam5
3183,dbhxtyp5,DIABETES: TYPE OF MEDICATION,NUMERIC,1=PILLS; 2=INSULIN; 3=INSULIN AND PILLS; 4=OTHER INJECTIONS,Exam5
3184,emphys5,EMPHYSEMA OR COPD: SELF-REPORT,NUMERIC,0=ERROR / REFUSED; 1=YES; 9=DO NOT KNOW / UNKNOWN,Exam5
3185,asthma5,ASTHMA: SELF-REPORT,NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW / UNKNOWN,Exam5
3186,devlpyr5,FIRST ASTHMA SYMPTOMS: AGE,NUMERIC,,Exam5
3187,dvlpage5,FIRST ASTHMA SYMPTOMS: AGE UNKNOWN,NUMERIC,1=AS A CHILD (AGE UNKNOWN); 9=DO NOT KNOW,Exam5
3188,diagyr5,DOCTOR DIAGNOSIS OF ASTHMA: AGE,NUMERIC,,Exam5
3189,diagage5,DOCTOR DIAGNOSIS OF ASTHMA: AGE UNKNOWN,NUMERIC,1=AS A CHILD (AGE UNKNOWN); 9=DO NOT KNOW,Exam5
3190,nosymyr5,START OF 10 YEAR PERIOD W/OUT ASTHMA SYMPTOMS: AGE,NUMERIC,,Exam5
3191,nosymag5,START OF 10 YEAR PERIOD W/OUT ASTHMA SYMPTOMS: AGE UNKNOWN,NUMERIC,1=AS A CHILD (AGE UNKNOWN); 9=DO NOT KNOW,Exam5
3192,recuryr5,FIRST RECURRENCE OF ASTHMA SYMPTOMS: AGE,NUMERIC,,Exam5
3193,recurag5,FIRST RECURRENCE OF ASTHMA SYMPTOMS: AGE UNKNOWN,NUMERIC,1=AS A CHILD (AGE UNKNOWN); 9=DO NOT KNOW,Exam5
3194,liverd5,LIVER PROBLEMS,NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW / UNKNOWN,Exam5
3195,liverf5,LIVER FAILURE,NUMERIC,0=NO; 1=YES,Exam5
3196,kdnydis5,KIDNEY DISEASE,NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW / UNKNOWN,Exam5
3197,kdnyf5,KIDNEY FAILURE REQUIRING DIALYSIS OR TRANSPLANTATION,NUMERIC,0=NO; 1=YES,Exam5
3198,kdnystn5,KIDNEY STONE,NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW / UNKNOWN,Exam5
3199,kdstage5,KIDNEY STONE: AGE OF FIRST EPISODE,NUMERIC,,Exam5
3200,kdstnum5,KIDNEY STONE: NUMBER OF STONES,NUMERIC,0=NONE; 1=ONE; 2=TWO TO FIVE; 3=MORE THAN 5,Exam5
3201,kdstrel5,KIDNEY STONE: FIRST DEGREE RELATIVES HAVING STONES,NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW / UNKNOWN,Exam5
3202,ovaremn5,# OF OVARIES REMOVED,NUMERIC,1=1 OVARY; 2=2 OVARIES,Exam5
3203,ovarem5,SURGERY TO REMOVE OVARIES,NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW / UNKNOWN,Exam5
3204,ovaage5,AGE WHEN OVARIES REMOVED,NUMERIC,,Exam5
3205,hystrct5,HYSTERECTOMY,NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW / UNKNOWN,Exam5
3206,hystage5,AGE AT HYSTERECTOMY,NUMERIC,,Exam5
3207,menper5,MENSTRUAL PERIOD IN THE PAST 12 MONTHS,NUMERIC,0=NO; 1=YES; 9=DO NOT KNOW / UNKNOWN,Exam5
3208,prdsnum5,# OF MENSTRUAL PERIODS IN PAST 12 MONTHS,NUMERIC,,Exam5
3209,hrmrep5,HORMONE REPLACEMENT THERAPY SINCE LAST VISIT',NUMERIC,0=NO; 1=YES,Exam5
3210,hrmrepc5,"HORMONE REPLACEMENT THERAPY, CURRENT USER",NUMERIC,0=NO; 1=YES,Exam5
3211,hrmrage5,"HORMONE REPLACEMENT THERAPY, AGE STARTED USE (CURRENT USER)",NUMERIC,,Exam5
3212,hrmsage5,"HORMONE REPLACEMENT THERAPY, AGE STARTED USE (FORMER USER)",NUMERIC,,Exam5
3213,hrmage5,"AGE STARTED HRT USE, CURRENT AND FORMER USERS",NUMERIC,,Exam5
3214,hrmqage5,"HORMONE REPLACEMENT THERAPY, AGE STOPPED USE (FORMER USER)",NUMERIC,,Exam5
3215,hrmtyp5,TYPE OF HORMONE REPLACEMENT THERAPY,NUMERIC,1=ESTROGEN ALONE; 2=ESTROGEN WITH PROGESTIN; 3=OTHER TYPE OF HRT (SPECIFY),Exam5
3216,totmed5,TOTAL MEDICATIONS,NUMERIC,,Exam5
3217,a2a5c,ANGIOTENSIN TYPE 2 ANTAGONISTS,NUMERIC,0=NO; 1=YES,Exam5
3218,a2ad5c,COMBINATIONS OF ANGIOTENSIN II ANTAGONISTS PLUS DIURETICS,NUMERIC,0=NO; 1=YES,Exam5
3219,ace5c,ACE INHIBITORS WITHOUT DIURETICS,NUMERIC,0=NO; 1=YES,Exam5
3220,aced5c,ACE INHIBITORS WITH DIURETICS,NUMERIC,0=NO; 1=YES,Exam5
3221,adpi5c,INHIBITORS OF ADP-INDUCED PLATELET AGGREGATION,NUMERIC,0=NO; 1=YES,Exam5
3222,agdi5c,ALPHA-GLUCOSIDASE INHIBITORS,NUMERIC,0=NO; 1=YES,Exam5
3223,alpha5c,ALPHA-BLOCKERS WITHOUT DIURETICS,NUMERIC,0=NO; 1=YES,Exam5
3224,alphad5c,ALPHA-BLOCKERS WITH DIURETICS,NUMERIC,0=NO; 1=YES,Exam5
3225,alzh5c,ACETYLCHOLINE ESTERASE INHIBITORS FOR ALZHEIMERS,NUMERIC,0=NO; 1=YES,Exam5
3226,amlod5c,AMLODIPINE,NUMERIC,0=NO; 1=YES,Exam5
3227,anar1a5c,"ANTI-ARRHYTHMICS, CLASS 1A",NUMERIC,0=NO; 1=YES,Exam5
3228,anar1b5c,"ANTI-ARRHYTHMICS, CLASS 1B",NUMERIC,0=NO; 1=YES,Exam5
3229,anar1c5c,"ANTI-ARRHYTHMICS, CLASS 1C",NUMERIC,0=NO; 1=YES,Exam5
3230,anar35c,"ANTI-ARRHYTHMICS, CLASS 3",NUMERIC,0=NO; 1=YES,Exam5
3231,apsy5c,ANTI-PSYCHOTIC MEDICATIONS,NUMERIC,0=NO; 1=YES,Exam5
3232,asa5c,ASPIRIN FROM 280804 (ANTI-INFLAM AGENTS),NUMERIC,0=NO; 1=YES,Exam5
3233,basq5c,BILE-ACID SEQUESTRANTS,NUMERIC,0=NO; 1=YES,Exam5
3234,benzod5c,BENZODIAZEPINES,NUMERIC,0=NO; 1=YES,Exam5
3235,beta5c,BETA-BLOCKERS WITHOUT DIURETICS,NUMERIC,0=NO; 1=YES,Exam5
3236,betad5c,BETA-BLOCKERS WITH DIURETICS,NUMERIC,0=NO; 1=YES,Exam5
3237,bgnd5c,BIGUANIDES,NUMERIC,0=NO; 1=YES,Exam5
3238,ccb5c,ANY CALCIUM-CHANNEL BLOCKER = CCIR OR CCBSR OR CCBT,NUMERIC,0=NO; 1=YES,Exam5
3239,ccbir5c,IMMEDIATE-RELEASE CCBS = NIFIR OR DIHIR OR VERIR OR DLTIR,NUMERIC,0=NO; 1=YES,Exam5
3240,ccbsr5c,SLOW-RELEASE CCBS = NIFSR OR DIHSR OR VERSR OR DLTSR OR AMLOD,NUMERIC,0=NO; 1=YES,Exam5
3241,ccbt5c,T-TYPE CALCIUM-CHANNEL BLOCKER,NUMERIC,0=NO; 1=YES,Exam5
3242,cox25c,COX-2 INHIBITORS (NSAID AGENTS); SEPARATE FROM NSAID VARIABLE,NUMERIC,0=NO; 1=YES,Exam5
3243,dig5c,DIGITALIS PREPARATIONS,NUMERIC,0=NO; 1=YES,Exam5
3244,dihir5c,IMMEDIATE-RELEASE DIHYROPYRIDINES OTHER THAN NIFEDIPINE,NUMERIC,0=NO; 1=YES,Exam5
3245,dihsr5c,SLOW-RELEASE DIHYDROPYRIDINES OTHER THAN NIFEDIPINE OR AMLOPIDINE,NUMERIC,0=NO; 1=YES,Exam5
3246,dltir5c,IMMEDIATE-RELEASE DILTIAZEM,NUMERIC,0=NO; 1=YES,Exam5
3247,dltsr5c,SLOW-RELEASE DILTIAZEM,NUMERIC,0=NO; 1=YES,Exam5
3248,edd5c,ERECTILE DYSFUNCTION DRUGS,NUMERIC,0=NO; 1=YES,Exam5
3249,estrgn5c,"ESTROGENS, EXCLUDING VAGINAL CREAMS",NUMERIC,0=NO; 1=YES,Exam5
3250,fibr5c,FIBRATES,NUMERIC,0=NO; 1=YES,Exam5
3251,gout5c,ANY GOUT MEDICATIONS,NUMERIC,0=NO; 1=YES,Exam5
3252,h2b5c,H-2 BLOCKERS,NUMERIC,0=NO; 1=YES,Exam5
3253,hctz5c,THIAZIDE DIURETICS WITHOUT K-SPARING AGENTS,NUMERIC,0=NO; 1=YES,Exam5
3254,hctzk5c,THIAZIDE DIURETICS WITH K-SPARING AGENTS,NUMERIC,0=NO; 1=YES,Exam5
3255,hprns5c,HEPARINS,NUMERIC,0=NO; 1=YES,Exam5
3256,insln5c,INSULINS,NUMERIC,0=NO; 1=YES,Exam5
3257,iprtr5c,ANTICHOLINERGICS + COMBINATION WITH BETA2-AGONIST (121200),NUMERIC,0=NO; 1=YES,Exam5
3258,istrd5c,INHALED STEROIDS FOR ASTHMA,NUMERIC,0=NO; 1=YES,Exam5
3259,kblkr5c,K-CHANNEL BLOCKERS TO ENHANCE INSULIN SECRETION FOR DIABETICS,NUMERIC,0=NO; 1=YES,Exam5
3260,kcl5c,POTASSIUM SUPPLEMENTS,NUMERIC,0=NO; 1=YES,Exam5
3261,kspr5c,POTASSIUM-SPARING AGENTS ALONE,NUMERIC,0=NO; 1=YES,Exam5
3262,loop5c,LOOP DIURETICS,NUMERIC,0=NO; 1=YES,Exam5
3263,maoi5c,MAO INHIBITORS,NUMERIC,0=NO; 1=YES,Exam5
3264,mlpd5c,MISCELLANEOUS LIPID-LOWERING DRUGS,NUMERIC,0=NO; 1=YES,Exam5
3265,niac5c,NIACIN AND NICOTINIC ACID,NUMERIC,0=NO; 1=YES,Exam5
3266,nifir5c,IMMEDIATE-RELEASE NIFEDIPINE,NUMERIC,0=NO; 1=YES,Exam5
3267,nifsr5c,SLOW-RELEASE NIFEDIPINE,NUMERIC,0=NO; 1=YES,Exam5
3268,nsaid5c,"NON-STEROIDAL ANTI-INFLAMMATORY AGENTS, EXCLUDING ASPIRIN",NUMERIC,0=NO; 1=YES,Exam5
3269,ntg5c,NITRATES,NUMERIC,0=NO; 1=YES,Exam5
3270,oaia5c,ORAL ANTI-INFLAMMATORY ASTHMA DRUGS LEUKOTRIENE RECEPTOR ANTAGONISTS AND INHIBITORS OF LIPO-OXYGENASE,NUMERIC,0=NO; 1=YES,Exam5
3271,ohga5c,ORAL HYPOGLYCEMIC AGENTS,NUMERIC,0=NO; 1=YES,Exam5
3272,ostrd5c,ORAL STEROIDS,NUMERIC,0=NO; 1=YES,Exam5
3273,otch2b5c,OVER-THE-COUNTER H-2 BLOCKERS,NUMERIC,0=NO; 1=YES,Exam5
3274,pdei5c,PHOSPHODIESTERASE INHIBITORS,NUMERIC,0=NO; 1=YES,Exam5
3275,ppi5c,PROTON PUMP INHIBITORS,NUMERIC,0=NO; 1=YES,Exam5
3276,prgstn5c,PROGESTINS,NUMERIC,0=NO; 1=YES,Exam5
3277,prknsn5c,DRUGS USED TO TREAT PARKINSON'S,NUMERIC,0=NO; 1=YES,Exam5
3278,prmrn5c,PREMARIN (CONJUGATED ESTROGENS),NUMERIC,0=NO; 1=YES,Exam5
3279,prob5c,PROBUCOL,NUMERIC,0=NO; 1=YES,Exam5
3280,pvdl5c,"PERIPHERAL VASODILATORS, EXCLUDE DIPYRIDAMOLE",NUMERIC,0=NO; 1=YES,Exam5
3281,slf15c,FIRST GENERATION SULFONYLUREAS,NUMERIC,0=NO; 1=YES,Exam5
3282,slf25c,SECOND GENERATION SURLFONYLUREAS,NUMERIC,0=NO; 1=YES,Exam5
3283,sttn5c,HMG COA REDUCATACE INHIBITORS (STATINS),NUMERIC,0=NO; 1=YES,Exam5
3284,sympth5c,"SYMPATHOMIMETICS, ORAL AND INHALED",NUMERIC,0=NO; 1=YES,Exam5
3285,tca5c,TRICYCLIC ANTI-DEPRESSANTS,NUMERIC,0=NO; 1=YES,Exam5
3286,tcap5c,TRICYCLIC ANTI-DEPRESSANTS PLUS ANTI-PSYCHOTICS,NUMERIC,0=NO; 1=YES,Exam5
3287,thry5c,THYROID AGENTS,NUMERIC,0=NO; 1=YES,Exam5
3288,thzd5c,THIAZOLIDINEDIONES,NUMERIC,0=NO; 1=YES,Exam5
3289,urcos5c,URICOSURICS,NUMERIC,0=NO; 1=YES,Exam5
3290,vaso5c,"VASODILATORS, A MIXED GROUP",NUMERIC,0=NO; 1=YES,Exam5
3291,vasod5c,"VASODILATORS WITH DIURETICS, A MIXED GROUP",NUMERIC,0=NO; 1=YES,Exam5
3292,verir5c,IMMEDIATE-RELEASE VERAPAMIL,NUMERIC,0=NO; 1=YES,Exam5
3293,versr5c,SLOW-RELEASE VERAPAMIL,NUMERIC,0=NO; 1=YES,Exam5
3294,warf5c,ORAL ANTICOAGULANTS,NUMERIC,0=NO; 1=YES,Exam5
3295,wtls5c,WEIGHT LOSS DRUGS,NUMERIC,0=NO; 1=YES,Exam5
3296,xoi5c,XANTHINE OXIDASE INHIBITORS,NUMERIC,0=NO; 1=YES,Exam5
3297,diur5c,ANY DIURETIC,NUMERIC,0=NO; 1=YES,Exam5
3298,lipid5c,ANY LIPID-LOWERING MEDICATION,NUMERIC,0=NO; 1=YES,Exam5
3299,htnmed5c,ANY HYPERTENSION MEDICATION,NUMERIC,0=NO; 1=YES,Exam5
3300,uazqtd5c,UAZ DEFINITE ECG QT INTERVAL-ALTERING MEDICATION,NUMERIC,0=NO; 1=YES,Exam5
3301,uazqtp5c,UAZ POSSIBLE ECG QT INTERVAL-ALTERING MEDICATION,NUMERIC,0=NO; 1=YES,Exam5
3302,e15mridyc,"TIME BETWEEN EXAM 1 AND EXAM 5 MRI SCANS, IN DAYS",NUMERIC,,Exam5
3303,mriprot5,MRI PROTOCOL,NUMERIC,1=MESA; 2=COPD,Exam5
3304,myoscar5,MYOCARDIAL SCAR (VISUAL ASSESSMENT OF ANY SIZE) USING LATE GAD ENHANCEMENT IMAGES,NUMERIC,0=NO; 1=YES; 9=N/A (NO GADOLINIUM),Exam5
3305,gadstdy5,GADOLINIUM STUDY,NUMERIC,0=NO; 1=YES,Exam5
3306,mriage5,AGE AT EXAM 5 MRI,NUMERIC,,Exam5
3307,empstat5,EMPLOYMENT STATUS AT EXAM 5,NUMERIC,0=ERROR / REFUSED; 1=YES,Exam5
3308,curjob5,CURRENT OCCUPATION,NUMERIC,1=HOMEMAKER; 2=EMPLOYED FULL TIME; 3=EMPLOYED PART TIME; 4=EMPLOYED ON-LEAVE (HEALTH); 5=EMPLOYED ON-LEAVE (NON-HEALTH); 6=UNEMPLOYED < 6 MONTHS; 7=UNEMPLOYED > 6 MONTHS; 8=RETIRED NOT WORKING; 9=RETIRED WORKING; 10=RETIRED VOLUNTEERING,Exam5
